;Monatliche Wetterdaten der Messstation Hohe Warte seit April 1872 | Monthly Data from the Weather Station Hohe Warte since April 1872;;;;;;;;;;;;;;;;;;;;;;;;;;;
REF_YEAR;NUTS;DISTRICT_CODE;SUB_DISTRICT_CODE;REF_DATE;T;T_MAX;T_MIN;MEAN_T_MAX;MEAN_T_MIN;NUM_FROST;NUM_ICE;NUM_SUMMER;NUM_HEAT;P;P_MAX;P_MIN;SUN_H;NUM_CLEAR;NUM_CLOUD;REL_HUM;REL_HUM_MAX;REL_HUM_MIN;WIND_VEL;NUM_WIND_VEL60;WIND_VEL_MAX;PRECP_SUM;NUM_PRECP_01;STAT_NUM
1987;AT13;91900;91905;198704;10,8;23,7;1,2;15,5;6,7;0;0;0;0;992,8;1008,1;976,9;166;5;14;63;97;20;13,7;3;78;17;10;5901
1987;AT13;91900;91905;198705;13,2;26,2;4,9;18,1;9,1;0;0;3;0;988,2;995,9;977,7;157;1;12;70;96;18;13,3;5;93;108;16;5901
1987;AT13;91900;91905;198706;17,9;29,4;7,7;22,6;13,5;0;0;10;0;990,3;1002,5;975,8;194;1;12;70;95;33;14,4;2;67;119;15;5901
1987;AT13;91900;91905;198707;20,9;32,6;10,3;26,3;16;0;0;22;4;991,1;1000,5;976,1;280;5;5;66;95;32;11,5;4;80;75;12;5901
1987;AT13;91900;91905;198708;18;28;9,4;22,8;14,3;0;0;7;0;991,5;997,9;985,3;193;3;8;73;95;34;11,2;4;71;44;16;5901
1987;AT13;91900;91905;198709;17,8;31,1;4,7;23;14;0;0;12;1;993,7;1002,7;979,3;169;5;4;72;96;29;11,2;3;108;37;8;5901
1987;AT13;91900;91905;198710;10,8;22,8;0,5;14,7;8;0;0;0;0;995,3;1008,1;977,9;110;1;11;78;97;36;13,3;4;82;27;8;5901
1987;AT13;91900;91905;198711;5,5;12,9;-1,6;8,1;3,5;3;0;0;0;991,8;1012,2;971;47;0;17;82;98;45;13;5;73;29;17;5901
1987;AT13;91900;91905;198712;2,9;14;-7,9;4,9;1,3;13;6;0;0;996,4;1007,3;981,4;63;2;19;79;98;39;16,6;11;80;63;12;5901
1988;AT13;91900;91905;198801;3;13,7;-3,2;5,9;0,9;10;3;0;0;990,1;1007,9;964,3;50;2;19;85;98;45;11,5;2;66;19;15;5901
1988;AT13;91900;91905;198802;3,3;14;-3,6;6,9;0,7;10;0;0;0;988;1011,5;970,6;97;2;14;75;98;34;15,1;13;85;69;17;5901
1988;AT13;91900;91905;198803;4,1;16,7;-5;7,9;1,4;10;0;0;0;985,7;1002,2;966,5;107;2;17;71;96;30;15,5;10;90;68;23;5901
1988;AT13;91900;91905;198804;10,2;23,2;-1,1;15,5;5,5;3;0;0;0;991,1;1001;982,4;195;7;10;62;97;22;12,2;5;71;28;7;5901
1988;AT13;91900;91905;198805;16,2;25,6;7;21,5;11,3;0;0;2;0;990;1001,2;981;214;4;10;65;97;32;11,9;3;66;42;9;5901
1988;AT13;91900;91905;198806;17,9;29,7;10,2;22,8;13,2;0;0;9;0;988,7;995,7;981,8;213;0;8;69;100;31;11,9;1;61;34;11;5901
1988;AT13;91900;91905;198807;21,3;36;12,4;27,6;15,9;0;0;23;10;991,3;999,6;977,5;292;6;3;63;92;27;12,2;8;94;57;14;5901
1988;AT13;91900;91905;198808;20,2;32,5;10,7;26,1;15,4;0;0;21;9;990,5;998;980,6;259;2;6;69;99;27;10,8;2;66;65;11;5901
1988;AT13;91900;91905;198809;15,3;26,9;9;19,8;12,1;0;0;1;0;993,7;1003,7;973;123;2;15;80;99;34;12,2;1;74;92;14;5901
1988;AT13;91900;91905;198810;10,4;22,3;-1,4;14,4;7,7;2;0;0;0;995,8;1006,6;977,9;131;7;11;79;99;37;10,8;1;61;10;6;5901
1988;AT13;91900;91905;198811;1,7;11,9;-7,4;5,1;-0,7;17;3;0;0;997,1;1010,1;976,3;70;3;12;80;100;40;14,8;6;95;50;10;5901
1988;AT13;91900;91905;198812;3,7;12,6;-9,5;6,5;1,4;7;2;0;0;995,2;1012,5;974,8;84;1;15;78;100;40;19,8;17;111;71;22;5901
1989;AT13;91900;91905;198901;1,3;10,9;-5,1;4,3;-0,9;22;6;0;0;1007,3;1017,8;986,4;82;2;13;87;100;42;10,1;3;71;15;8;5901
1989;AT13;91900;91905;198902;4,9;16,1;-1,6;8,4;2,3;3;0;0;0;996;1015,8;946,9;60;2;17;80;100;38;13,7;8;71;29;13;5901
1989;AT13;91900;91905;198903;8,7;25,5;1,1;13,9;4,8;0;0;1;0;991,9;1001,7;976,3;145;3;11;68;100;23;11,5;8;73;23;12;5901
1989;AT13;91900;91905;198904;10,9;24,5;0,5;16,4;6,4;0;0;0;0;984,7;993,1;972,4;140;2;13;71;100;24;16,2;12;87;89;14;5901
1989;AT13;91900;91905;198905;14,9;25,6;4,9;20,1;10,2;0;0;3;0;994,7;1003,8;982,3;241;6;9;66;100;35;13;4;86;92;14;5901
1989;AT13;91900;91905;198906;16,7;27,5;8,7;21,5;12,4;0;0;4;0;991,4;998,1;982;182;1;9;72;100;32;13;4;70;82;16;5901
1989;AT13;91900;91905;198907;20,7;32;10,1;25,7;16,2;0;0;18;2;993,5;1000,1;985;210;2;8;67;99;33;10,8;2;73;51;16;5901
1989;AT13;91900;91905;198908;19,5;31,6;10,4;24,3;15,6;0;0;18;2;990,1;998,6;982;187;2;9;75;100;37;12,2;4;73;142;15;5901
1989;AT13;91900;91905;198909;15,6;26,8;8,1;20,3;12,3;0;0;3;0;993,9;1003,1;986;152;6;11;83;100;36;11,9;2;66;55;8;5901
1989;AT13;91900;91905;198910;10,9;22,8;2,1;16,2;7,4;0;0;0;0;995,3;1006;981,1;179;6;7;79;100;34;11,2;5;76;25;9;5901
1989;AT13;91900;91905;198911;3,5;18,8;-7,6;6,8;1,3;15;2;0;0;994;1010,8;974,1;100;8;8;78;100;21;14;6;97;24;8;5901
1989;AT13;91900;91905;198912;2,1;16,1;-9,9;5,6;-0,8;19;4;0;0;993,3;1017,2;970,5;87;4;13;81;100;31;11,2;7;86;6;7;5901
1990;AT13;91900;91905;199001;0,6;13,8;-9,8;3,6;-1,7;18;12;0;0;1000,3;1014,2;980,8;47;2;18;80;100;30;10,8;3;80;3;4;5901
1990;AT13;91900;91905;199002;5,7;19,1;-0,8;10,7;1,9;4;0;0;0;991,9;1015,8;958,6;141;10;7;73;100;27;11,9;7;104;73;10;5901
1990;AT13;91900;91905;199003;9,5;24,3;0,9;15,1;5,3;0;0;0;0;1000,4;1015,2;966,3;167;6;10;60;100;22;15,1;11;105;33;10;5901
1990;AT13;91900;91905;199004;9,3;22,6;-0,2;14,1;5,6;1;0;0;0;989;1007,1;976,6;144;2;13;71;100;29;13;5;70;91;15;5901
1990;AT13;91900;91905;199005;16,3;26;6,2;22,1;11;0;0;6;0;994,3;1007,9;984,3;272;3;4;61;100;27;10,1;0;50;42;8;5901
1990;AT13;91900;91905;199006;18,3;32,3;8,9;23,8;13,4;0;0;10;2;989,9;1000,2;979,5;197;1;9;69;100;30;12,6;4;89;65;15;5901
1990;AT13;91900;91905;199007;19,8;32,1;10,1;25,6;14,5;0;0;18;3;993,4;1003,1;980,7;266;5;6;61;100;28;11,5;2;84;50;9;5901
1990;AT13;91900;91905;199008;21,2;33,5;12,4;28;15,5;0;0;25;11;994,3;1001,8;986,4;296;6;5;59;97;25;11,2;2;80;14;8;5901
1990;AT13;91900;91905;199009;13,8;26,3;5,3;18,6;10,4;0;0;1;0;992,1;1003,4;976,2;124;1;12;76;100;36;11,9;2;61;69;17;5901
1990;AT13;91900;91905;199010;10,6;24,5;-1,5;15,5;7,2;2;0;0;0;992,4;1005,3;962,6;153;10;8;79;100;25;10,8;2;98;33;7;5901
1990;AT13;91900;91905;199011;6,3;15,9;-0,9;9,4;4,1;1;0;0;0;989,7;1003,8;974,8;47;1;18;84;100;43;11,9;4;82;51;17;5901
1990;AT13;91900;91905;199012;0,7;7,3;-7,3;2,6;-1,1;17;2;0;0;994,4;1005,8;970,8;32;0;20;86;100;50;14,4;5;69;44;18;5901
1991;AT13;91900;91905;199101;1,2;13,9;-10,8;4,4;-1,3;17;5;0;0;1001,6;1014,3;983,5;80;6;14;80;100;39;9,4;2;64;6;8;5901
1991;AT13;91900;91905;199102;-2,1;12,1;-15,9;2,3;-5,4;25;9;0;0;994,7;1010,3;968,3;107;4;7;74;100;33;10,4;3;85;16;9;5901
1991;AT13;91900;91905;199103;7,2;21,5;0,3;11,5;4,2;0;0;0;0;991,6;1007,3;974,9;86;4;18;80;100;33;10,8;1;76;26;12;5901
1991;AT13;91900;91905;199104;9,3;19,7;-0,1;14,6;5;1;0;0;0;991;1005;975,9;152;0;7;68;100;23;11,9;1;62;27;11;5901
1991;AT13;91900;91905;199105;12;23,6;3,7;16,5;8,1;0;0;0;0;991,2;1002,4;981,4;168;1;12;68;100;37;14,8;5;69;178;15;5901
1991;AT13;91900;91905;199106;17,7;30,2;6,9;23,2;12,5;0;0;11;1;989,8;1001,3;977,5;235;1;7;67;99;33;13,3;6;87;48;14;5901
1991;AT13;91900;91905;199107;21,7;33,9;10;26,9;16,9;0;0;21;7;991,3;1001,6;984,1;249;5;7;67;100;29;13;3;67;81;10;5901
1991;AT13;91900;91905;199108;20,3;31;11,7;25,2;16,2;0;0;14;4;993,8;1000,7;981,6;215;3;7;69;100;36;11,9;2;73;50;10;5901
1991;AT13;91900;91905;199109;16,8;27,7;9,3;22,3;12,7;0;0;6;0;993,1;1005;977;173;5;7;72;100;33;11,2;2;62;16;11;5901
1991;AT13;91900;91905;199110;9,2;22,9;-3,6;13,6;6,3;6;0;0;0;994,3;1006,4;980,7;155;6;8;77;100;36;13;2;76;30;10;5901
1991;AT13;91900;91905;199111;5;13,6;-1,6;8,1;2,8;2;0;0;0;992,4;1005,7;974,2;54;1;17;84;100;39;12,2;4;80;75;14;5901
1991;AT13;91900;91905;199112;-0,1;12,3;-12,6;2,8;-2,4;15;7;0;0;1001,7;1017,2;972,7;74;3;14;79;100;44;13,7;10;88;85;14;5901
1992;AT13;91900;91905;199201;2,4;13,2;-8,9;4,9;0,4;15;2;0;0;1003,7;1014,1;987,5;69;2;16;74;98;30;15,8;13;101;29;10;5901
1992;AT13;91900;91905;199202;3,9;15;-3,4;7,7;1,1;12;0;0;0;998,2;1008;983,7;96;4;10;73;99;33;16,2;11;98;48;14;5901
1992;AT13;91900;91905;199203;6,1;16,7;-1,4;11;2,6;5;0;0;0;991,4;1012,3;963,9;138;7;11;69;97;30;13,3;14;85;98;17;5901
1992;AT13;91900;91905;199204;10,5;26,5;2,6;15,7;6,4;0;0;1;0;988,2;1001,3;966,9;180;2;9;61;94;19;13,3;7;76;33;10;5901
1992;AT13;91900;91905;199205;15,6;24,9;7,6;20,9;10,7;0;0;0;0;995,1;1005,5;983,1;273;8;4;61;90;35;11,5;1;70;19;7;5901
1992;AT13;91900;91905;199206;19,2;29,9;10,7;23,9;15;0;0;13;0;988,7;997,6;979,2;194;3;11;65;96;34;11,9;1;66;72;11;5901
1992;AT13;91900;91905;199207;21,5;33,6;12,4;27,2;16,3;0;0;23;7;992,3;1003;982,2;292;9;4;59;92;24;11,9;1;78;48;8;5901
1992;AT13;91900;91905;199208;24,3;36,4;12,9;31,5;18,7;0;0;30;21;990,9;1001,7;974,7;307;11;1;56;92;25;11,2;4;76;20;8;5901
1992;AT13;91900;91905;199209;15,9;26,1;7,8;21,9;11,7;0;0;4;0;994,9;1002,1;983;208;8;5;67;95;37;11,9;4;82;44;8;5901
1992;AT13;91900;91905;199210;8,8;22,5;-0,5;12,3;6,4;1;0;0;0;986,3;1002,9;971,3;90;1;14;76;97;36;11,5;2;80;70;15;5901
1992;AT13;91900;91905;199211;5,5;17,3;-1,7;8,7;3,2;4;0;0;0;993,1;1007,3;972,8;53;3;12;78;98;34;12,2;8;68;82;18;5901
1992;AT13;91900;91905;199212;0,4;11,5;-10;2,2;-0,9;12;8;0;0;997,6;1017,3;969,8;39;3;19;83;98;52;13,3;2;79;39;10;5901
1993;AT13;91900;91905;199301;2;16,7;-13,9;6,1;-1,3;16;8;0;0;1000,9;1015,8;976,9;120;7;3;70;95;40;13,3;8;100;44;12;5904
1993;AT13;91900;91905;199302;-1,2;7,7;-12,4;2,6;-3,8;23;6;0;0;1001,6;1016,5;970,1;114;8;5;76;98;35;13;7;86;59;10;5904
1993;AT13;91900;91905;199303;4,3;20,7;-6,6;8,7;1,2;16;2;0;0;995,5;1003,7;983,7;162;5;10;67;96;28;13,7;5;72;46;16;5904
1993;AT13;91900;91905;199304;10,8;24,6;0;15,7;6,7;0;0;0;0;988,8;996,7;979,6;194;6;9;62;94;28;11,9;3;63;20;8;5904
1993;AT13;91900;91905;199305;17,5;29,2;7,3;23,7;11,7;0;0;10;0;989,4;999,2;974,4;297;6;3;61;94;27;10,8;5;84;22;10;5904
1993;AT13;91900;91905;199306;18,8;30,4;9,6;24;13,9;0;0;13;2;990,5;998,6;981,9;241;4;6;63;92;30;12,6;4;74;61;14;5904
1993;AT13;91900;91905;199307;19,3;31,7;9,9;25,1;14,5;0;0;17;4;991,3;997,6;979,8;232;5;6;65;92;35;13,3;3;77;87;16;5904
1993;AT13;91900;91905;199308;19,7;33,1;10;25,8;14,8;0;0;19;9;993,1;1000;981,6;267;6;6;63;91;30;10,4;2;82;99;14;5904
1993;AT13;91900;91905;199309;14,8;27,3;4,5;19,8;11,4;0;0;4;0;989,1;1003,2;974,9;185;4;7;73;92;29;11,9;0;60;40;10;5904
1993;AT13;91900;91905;199310;10,3;24,2;-0,2;14,1;7,6;1;0;0;0;992,1;1011,1;974,1;85;3;12;81;93;50;9,7;3;76;65;12;5904
1993;AT13;91900;91905;199311;1,5;13,5;-7,9;3,5;-0,1;18;12;0;0;997,6;1010,8;978,4;30;1;20;88;100;66;11,2;0;50;48;18;5904
1993;AT13;91900;91905;199312;2,9;15,4;-5,7;6,1;0,4;13;3;0;0;987,5;1003,6;967,2;48;0;15;83;100;52;11,9;9;84;53;22;5904
1994;AT13;91900;91905;199401;4,3;15,3;-5;7,6;1,8;7;0;0;0;989,8;1006,7;972,9;85;3;12;77;100;41;12,6;8;102;31;15;5904
1994;AT13;91900;91905;199402;1;12,6;-11,5;4,9;-1,8;15;7;0;0;992,9;1007,8;980,3;116;2;13;82;99;52;9,7;0;47;8;6;5904
1994;AT13;91900;91905;199403;8,5;22,7;-0,6;13,1;5,1;2;0;0;0;993,3;1007,1;978,2;142;2;14;75;99;42;13,7;11;100;48;23;5904
1994;AT13;91900;91905;199404;10,3;24,3;1,1;15,6;6,1;0;0;0;0;986,2;1005,7;971,7;196;4;7;72;99;44;12,6;7;71;103;12;5904
1994;AT13;91900;91905;199405;15,1;27,3;4,1;20,4;10,6;0;0;4;0;988,8;999,9;971,2;207;2;8;73;99;44;11,5;4;69;58;17;5904
1994;AT13;91900;91905;199406;19,2;33,1;9,2;24,4;14,4;0;0;15;4;992,6;999,3;979,7;243;5;7;67;96;40;13;4;108;44;9;5904
1994;AT13;91900;91905;199407;23,2;34,4;14,4;29,4;17,5;0;0;28;14;992,3;997,8;986,5;336;12;0;64;97;37;9;0;54;76;8;5904
1994;AT13;91900;91905;199408;21,3;34,1;11;27,3;16,7;0;0;20;10;989,9;999,7;978,2;274;7;3;70;97;43;11,9;5;73;76;13;5904
1994;AT13;91900;91905;199409;17,2;28,5;7,2;22,6;13,5;0;0;8;0;990,5;1001,9;976,2;187;0;5;77;98;46;10,4;2;74;22;11;5904
1994;AT13;91900;91905;199410;8,2;22;0,7;12,7;5,3;0;0;0;0;994,7;1008,4;978,6;132;2;11;81;99;39;10,8;5;72;42;10;5904
1994;AT13;91900;91905;199411;7,1;19,1;-0,2;9,9;4,8;1;0;0;0;996,4;1007,3;981,8;60;0;18;82;99;51;13;3;78;67;16;5904
1994;AT13;91900;91905;199412;2,4;13,7;-4,4;5;0,3;18;3;0;0;997,5;1011,6;975,1;75;3;16;84;99;56;12,6;8;82;41;16;5904
1995;AT13;91900;91905;199501;0,3;16,1;-7;3;-2;24;10;0;0;992,4;1010,3;970,5;76;1;12;78;99;50;15,1;7;113;30;18;5904
1995;AT13;91900;91905;199502;5,8;15,4;-2,8;10;2,6;6;0;0;0;990,6;1010,7;968,4;98;0;9;76;99;39;14;9;90;33;14;5904
1995;AT13;91900;91905;199503;4,7;19,1;-3;9,5;1,5;10;0;0;0;989,2;1009,2;966,2;144;2;10;75;100;36;14,8;8;89;65;17;5904
1995;AT13;91900;91905;199504;10,8;26,8;0,8;15,4;6,9;0;0;2;0;989,2;1000,7;971;174;1;11;70;98;36;15,8;6;76;82;20;5904
1995;AT13;91900;91905;199505;14,9;28,3;4,2;20,3;10,1;0;0;8;0;990,3;1006,6;962,5;262;2;9;66;95;38;13;2;74;58;9;5904
1995;AT13;91900;91905;199506;17,4;29;9,7;22,1;13,5;0;0;7;0;989,9;998,4;981,2;193;3;11;72;98;45;12,2;2;69;119;14;5904
1995;AT13;91900;91905;199507;22,9;33,4;14,6;28,8;17,4;0;0;28;13;991,1;998,8;976,8;326;10;3;61;87;34;10,4;1;77;24;7;5904
1995;AT13;91900;91905;199508;19,6;31,3;9,2;25;15,3;0;0;19;2;990,7;1000,2;979,9;235;3;8;62;88;29;10,8;0;57;74;14;5904
1995;AT13;91900;91905;199509;14,1;24,4;6,9;18,8;10,8;0;0;0;0;988,6;997,3;978,5;167;2;9;75;96;38;13,3;2;82;129;14;5904
1995;AT13;91900;91905;199510;11,3;21,7;1,2;15,4;8,5;0;0;0;0;999,6;1005,6;990,5;135;4;9;83;99;39;8,3;2;69;11;8;5904
1995;AT13;91900;91905;199511;2,5;12,4;-6,3;4,6;0,9;13;3;0;0;993,5;1008,3;974,4;38;1;25;87;100;48;14,8;8;96;73;20;5904
1995;AT13;91900;91905;199512;-0,2;12,6;-10,8;1,7;-1,7;21;8;0;0;993,8;1011,4;968,7;23;1;28;89;100;47;10,8;0;55;78;23;5904
1996;AT13;91900;91905;199601;-2,7;6,1;-12,2;-0,8;-4,1;26;23;0;0;994,7;1008,3;980;29;1;25;91;100;69;11,2;1;60;49;19;5904
1996;AT13;91900;91905;199602;-2,6;7,5;-14,4;0,8;-5,1;25;12;0;0;989,2;1004,5;972,8;111;4;11;80;100;51;12,6;2;87;40;16;5904
1996;AT13;91900;91905;199603;2;11,1;-6,1;5,5;-0,6;18;2;0;0;991,7;1005,1;983;102;2;14;80;100;32;12,2;1;74;31;15;5904
1996;AT13;91900;91905;199604;9,9;25,3;-2,7;15,2;5,5;2;0;1;0;990,3;997,5;976,3;202;7;11;73;100;32;10,8;1;64;111;15;5904
1996;AT13;91900;91905;199605;15,6;28,4;6,1;20,7;11,2;0;0;5;0;986,4;999,1;971,5;208;1;12;76;100;41;11,9;4;71;85;16;5904
1996;AT13;91900;91905;199606;19,1;31,2;9,1;24,8;13,9;0;0;14;5;993,3;1005,2;978,2;299;5;4;69;99;38;11,9;1;66;72;11;5904
1996;AT13;91900;91905;199607;18,6;29,7;9,6;24,1;13,7;0;0;13;0;992,1;1001;973,5;261;4;7;70;97;37;12,2;3;103;28;12;5904
1996;AT13;91900;91905;199608;18,8;31;11,2;24,4;14,7;0;0;12;1;991,4;997,3;984,8;214;4;6;77;100;40;10,4;0;53;66;13;5904
1996;AT13;91900;91905;199609;12,3;22,4;6,4;15,6;10,1;0;0;0;0;988,9;1002,1;974,7;84;0;16;84;99;57;13,7;2;70;137;23;5904
1996;AT13;91900;91905;199610;11;23;0,8;15,1;8,4;0;0;0;0;993,3;1003,8;979;137;2;9;81;99;47;11,9;4;79;51;10;5904
1996;AT13;91900;91905;199611;6,9;19,3;-2,4;10,6;4,4;5;0;0;0;987,7;1005,8;966;92;0;11;81;100;49;11,9;7;85;22;14;5904
1996;AT13;91900;91905;199612;-2,3;7,5;-18,1;-0,3;-3,9;21;12;0;0;991,8;1013,2;974,9;62;2;17;85;99;50;11,2;1;63;26;15;5904
1997;AT13;91900;91905;199701;-2,4;5;-10,2;-0,6;-4;29;16;0;0;999,6;1011,4;977,6;28;0;24;88;98;60;9,4;0;58;14;15;5904
1997;AT13;91900;91905;199702;3,8;16,7;-8,1;8,1;0,6;12;1;0;0;997,2;1012;975,3;131;5;8;72;98;35;13;9;103;23;12;5904
1997;AT13;91900;91905;199703;5,7;16,8;-2;10,5;2,3;5;0;0;0;997,6;1011,1;976,9;156;5;13;72;99;28;12,2;2;87;91;20;5904
1997;AT13;91900;91905;199704;7,8;20,9;-1,5;13,2;3,5;4;0;0;0;991,6;1008,6;978,2;206;3;11;62;98;31;15,1;9;92;64;18;5904
1997;AT13;91900;91905;199705;15,9;28,8;6,5;21,5;11;0;0;11;0;990,1;1004,1;966,1;256;1;8;63;96;36;13;5;73;71;12;5904
1997;AT13;91900;91905;199706;18,7;31,4;4,8;23,9;13,8;0;0;11;3;987,2;997,9;976,5;240;2;7;67;95;39;12,6;1;83;43;13;5904
1997;AT13;91900;91905;199707;19,2;29,4;11,8;24;15,2;0;0;12;0;989,9;997,5;979;199;1;13;74;95;36;13,7;6;78;244;21;5904
1997;AT13;91900;91905;199708;20,2;29;12,4;26,1;15,4;0;0;22;0;992,5;999,2;977,1;297;5;3;71;96;36;9,7;2;88;31;8;5904
1997;AT13;91900;91905;199709;15,4;28,8;4,3;21,6;11;0;0;7;0;996,5;1003,9;985;271;10;3;72;97;39;9,4;4;67;22;5;5904
1997;AT13;91900;91905;199710;8,1;21,8;-4,5;12,7;5;6;0;0;0;992,9;1013,3;969,2;157;4;6;76;97;40;11,2;4;74;28;16;5904
1997;AT13;91900;91905;199711;5,4;20,8;-3,7;8,5;3;6;0;0;0;988,1;1002,3;973,9;85;5;18;82;98;49;10,4;1;62;74;16;5904
1997;AT13;91900;91905;199712;2,6;12,3;-6,9;4,7;0,9;8;3;0;0;990,5;1008,7;973,8;23;0;22;82;97;58;13;1;73;53;19;5904
1998;AT13;91900;91905;199801;2,2;14,6;-8,4;5,1;-0,2;17;3;0;0;994;1005,8;974,2;74;3;15;77;97;39;12,6;5;98;29;13;5904
1998;AT13;91900;91905;199802;6,1;17,8;-13,7;10,9;2,5;9;2;0;0;999,6;1010,8;983,2;167;5;4;66;97;25;14,8;6;79;4;2;5904
1998;AT13;91900;91905;199803;5,3;19,5;-6,1;10,1;1,9;11;0;0;0;995,7;1006,2;978,7;167;3;6;64;98;33;14,4;9;95;65;17;5904
1998;AT13;91900;91905;199804;11,8;23,5;0,7;17,3;7,5;0;0;0;0;982,5;995,8;967,2;202;0;9;65;96;36;14,4;8;76;31;11;5904
1998;AT13;91900;91905;199805;15,7;27,9;7;21,2;11;0;0;10;0;990,3;1001,9;975,5;253;5;6;64;99;34;12,6;0;58;43;9;5904
1998;AT13;91900;91905;199806;19,8;34,6;7,6;25,5;14,5;0;0;18;3;991,1;999,9;978,3;246;2;6;67;96;29;12,6;6;82;62;17;5904
1998;AT13;91900;91905;199807;20,3;33,5;10,1;25,7;15,9;0;0;16;8;988,6;994,3;976,9;229;3;8;73;99;37;12,2;4;79;136;19;5904
1998;AT13;91900;91905;199808;20,5;35,2;10,4;26,4;15,7;0;0;21;9;991,9;1002,6;982,5;277;3;2;68;99;37;9,7;2;72;38;10;5904
1998;AT13;91900;91905;199809;14,5;24,3;7,7;18,8;11,5;0;0;0;0;988,6;1005,1;968,4;126;2;11;82;99;44;13;2;104;120;14;5904
1998;AT13;91900;91905;199810;10,7;20,1;3,6;14,5;8,1;0;0;0;0;990;1003,7;973,8;93;0;15;83;99;47;11,2;5;83;94;21;5904
1998;AT13;91900;91905;199811;2,7;15,8;-6,9;5,5;0,8;14;3;0;0;993,5;1011,2;967,1;96;0;15;82;99;43;10,8;3;95;35;16;5904
1998;AT13;91900;91905;199812;-0,7;9,5;-11,4;1,7;-2,7;25;12;0;0;997,7;1008;978,4;50;1;16;83;99;56;12,2;4;84;33;12;5904
1999;AT13;91900;91905;199901;0,7;11,1;-8,4;3,3;-1,2;21;9;0;0;993;1008,9;976,6;58;0;16;84;99;49;11,2;5;84;17;11;5904
1999;AT13;91900;91905;199902;1;14,8;-9;4,2;-1,4;15;5;0;0;987,2;1007,1;968;77;1;15;77;98;42;20,2;17;99;112;21;5904
1999;AT13;91900;91905;199903;7,1;21,4;-2,5;12,2;3,5;6;0;0;0;988,2;1005,2;966,9;175;2;8;74;97;32;12,2;5;77;31;13;5904
1999;AT13;91900;91905;199904;11,7;21,2;0,9;17;7,5;0;0;0;0;988,5;1002,1;973,3;198;0;6;70;99;36;11,2;3;75;48;11;5904
1999;AT13;91900;91905;199905;15,8;30,7;5,1;20,9;11,3;0;0;5;1;991,8;999,4;979,3;247;2;8;68;99;37;11,5;1;65;90;12;5904
1999;AT13;91900;91905;199906;18,1;29;8,9;23,2;13,7;0;0;9;0;992,2;1001,5;982,6;243;1;10;70;97;40;13;4;96;60;7;5904
1999;AT13;91900;91905;199907;21,1;35,3;12,8;26,4;16,6;0;0;24;5;990,8;996,8;980;261;6;8;69;97;36;13,7;3;88;79;8;5904
1999;AT13;91900;91905;199908;19,1;32,1;10,3;24,6;14,6;0;0;11;3;989,9;997,4;978,4;238;2;5;70;97;41;10,1;1;73;73;15;5904
1999;AT13;91900;91905;199909;17,5;26,7;10,6;22,8;13,8;0;0;9;0;989,9;1000,8;975,3;205;6;9;79;97;40;10,1;2;71;60;9;5904
1999;AT13;91900;91905;199910;10,7;22,2;-0,6;15;7,8;2;0;0;0;993,9;1004,1;976,4;136;1;7;78;98;40;15,1;6;81;16;9;5904
1999;AT13;91900;91905;199911;3,5;16,1;-6;5,8;1,9;11;3;0;0;996,3;1010,3;978,4;53;1;20;85;98;51;12,6;1;86;52;12;5904
1999;AT13;91900;91905;199912;1,6;11,9;-8,5;4,8;-0,7;15;4;0;0;988,9;1012,8;960,5;72;2;12;77;99;40;14,8;8;104;66;14;5904
2000;AT13;91900;91905;200001;-0,7;12,9;-9,8;1,9;-2,9;26;12;0;0;997,4;1013,2;977,3;66;1;14;78;99;44;15,8;10;112;44;13;5904
2000;AT13;91900;91905;200002;4,9;15;-3,8;9,2;1,9;6;0;0;0;995,7;1011,8;978,3;127;2;9;73;97;42;15,8;10;87;35;19;5904
2000;AT13;91900;91905;200003;6,4;18,3;-0,8;10,9;3,2;3;0;0;0;991,7;1007,1;978,6;113;2;13;72;99;35;16,2;13;111;80;19;5904
2000;AT13;91900;91905;200004;13,6;27,1;1,4;19,8;8,6;0;0;4;0;984,3;1001,2;968,7;278;3;4;63;92;31;14,8;8;87;11;4;5904
2000;AT13;91900;91905;200005;17,4;30,3;8;23,9;11,7;0;0;14;1;991,1;1000,3;981,5;305;5;5;61;95;28;13;3;74;50;10;5904
2000;AT13;91900;91905;200006;20,3;35,9;8,4;26,7;14,3;0;0;16;10;994;1005,2;987,2;322;6;3;57;96;30;13,3;3;67;22;8;5904
2000;AT13;91900;91905;200007;18,9;33;11,6;24,1;14,6;0;0;14;3;987,2;998,4;974,2;173;0;10;68;96;33;14,4;8;86;65;22;5904
2000;AT13;91900;91905;200008;21,5;37;10,3;27,8;16,4;0;0;21;12;992,6;998,9;982,9;297;6;3;64;96;25;10,1;1;88;54;8;5904
2000;AT13;91900;91905;200009;15,2;28,3;8,5;20,1;11,8;0;0;4;0;991,3;1001,7;982,3;176;2;8;72;96;36;13,7;4;71;46;12;5904
2000;AT13;91900;91905;200010;12,7;24,5;2,6;17,2;9,7;0;0;0;0;991,9;1006,8;971,9;139;3;11;78;97;37;13,7;5;66;54;13;5904
2000;AT13;91900;91905;200011;7,6;17,1;-0,5;11,4;5,1;1;0;0;0;986,9;1001,1;965,9;81;0;11;83;99;45;10,8;3;69;33;10;5904
